DrugBank ID	SMILES
DB04709	[H][C@]12C(=O)N(C(=O)[C@@]1([H])[C@]1([H])CC[C@@]2([H])CC1)C1=CC=C(C2=CC=CC=C12)[N+]([O-])=O
DB07696	[H][C@@](CC(=O)OC)(NC(=O)OC(C)(C)C)C(C)=O
DB00307	CC1=CC2=C(C=C1C(=C)C1=CC=C(C=C1)C(O)=O)C(C)(C)CCC2(C)C
DB04678	C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@@H](O)[C@@H](CO)O[C@H]2O[C@H]2[C@H](O)[C@@H](NC(C)=O)[C@H](O)O[C@@H]2CO)[C@@H](O)[C@H](O)[C@@H]1O
DB01695	ONC(=O)CCCP([O-])([O-])=O
DB03896	OP(O)(=O)OP(O)(=O)OP(O)(O)=O
DB01835	CC(=N)NCC[C@@H](F)C[C@H](N)C(O)=O
DB01190	CCC[C@@H]1C[C@H](N(C)C1)C(=O)NC(C(C)Cl)[C@H]1O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O
DB03040	OC(=O)CN(CC(O)=O)CC(O)=O
DB07453	O=C1C=C(OC2=C1C=CC1=CC=CC=C21)C1=CC=CC=C1
DB07500	COC1=CC(O)=C(C=C1CC=C(C)C)C(=O)\C=C\C1=CC=C(O)C=C1
DB03024	[H][C@](C)(CC1=CSC(N)=N1)C=O
DB07181	[H][C@@](N)(CC1=CC(F)=CC=C1F)C1=CC=C(C=C1)C1=CC=CC(=C1)C(N)=O
DB01188	CC1=CC(=O)N(O)C(=C1)C1CCCCC1
DB07070	[H][C@](CC)(CC1=CC(CNC(=O)C2=C(F)C=C(C=C2)C(F)(F)F)=C(OC)C=C1)C(O)=O
DB02498	[H][C@]1(COP(O)(=O)OP(O)(=O)OC[C@@]2([H])O[C@@]([H])(N3C=NC4=C(N)N=CN=C34)[C@]([H])(O)[C@]2([H])O)C[C@@]([H])([N+]2=CC=CC(=C2)C(O)=N)[C@]([H])(O)[C@]1([H])O
DB07731	NC1=C(\N=N\C2=CC=C(O)C=C2)C(N)=NN1
DB08816	CCCSC1=NC2=C(N=NN2[C@@H]2C[C@H](OCCO)[C@@H](O)[C@H]2O)C(N[C@@H]2C[C@H]2C2=CC(F)=C(F)C=C2)=N1
DB08734	CC1(C)N=C(N)N=C(N)N1OCCCOC1=CC(Cl)=C(Cl)C=C1Cl
DB07351	[H][C@@](C)(NC(=O)OCC1=CC=CC=C1)C(=O)NC[P@](O)(=O)O[C@@]([H])(CC1=CC=CC=C1)C(O)=O
DB09065	CC(C)C1=NC(CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](CC2=CC=CC=C2)NC(=O)OCC2=CN=CS2)CC2=CC=CC=C2)=CS1
DB06929	[H][C@]1(CCCN1C(=O)CCC)C(=O)NCC1=CC=C(C=C1)C(N)=N
DB02821	NOCC[C@H](N)C(O)=O
DB08148	NCC1(CCN(CC1)C1=C2C=CNC2=NC=N1)C1=CC=C(Cl)C=C1
DB01710	C1=CC2=CC3=CC=C4C=C5C=CC6=CC7=CC=C8C=C1N2[Fe](N78)(N34)N56
DB01204	OCCNCCNC1=CC=C(NCCNCCO)C2=C1C(=O)C1=C(C(O)=CC=C1O)C2=O
DB01427	NC1=CC(=CNC1=O)C1=CC=NC=C1
DB07563	CN1CCN(CC1)C1=CC=C(CC2=CC3=CN=C(CN)N=C3N2C2CCCCC2)C=C1
DB03594	N1C=NC=N1
DB04618	C[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O[C@@H]3[C@@H](CO)O[C@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O[C@H]2O[C@H](CO)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O
DB01154	CCCC(C)C1(CC=C)C(=O)NC(=S)NC1=O
DB00218	[H][C@]12CN(C[C@@]1([H])NCCC2)C1=C(F)C=C2C(=O)C(=CN(C3CC3)C2=C1OC)C(O)=O
DB06958	CCNC(=O)C1=NNC(=C1N1CCNCC1)C1=CC(Cl)=C(O)C=C1O
DB05104	CN([C@H](CN1CC[C@H](O)C1)C1=CC=CC=C1)C(=O)C(C1=CC=CC=C1)C1=CC=CC=C1
DB07074	COC(=O)C1=CC2=CC=C(C=C2C(NC(=O)C2=CC=CC(O)=C2C)=C1)C(N)=N
DB08006	CC1=NC2=NC=NN2C(NC2=CC3=CC4=CC=CC=C4C=C3C=C2)=C1
DB08783	[H][C@@](CC1=CC=C(C[Se](O)=O)C=C1)(NC(=O)OC(C)(C)C)C(=O)OC
DB04392	[H][C@@]1(C[C@@]2([H])C(=O)OC3=C(C=CC=C3)C2=O)C(=O)OC2=CC=CC=C2C1=O
DB08009	CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(Cl)C=C3)=C1C
DB08740	[H][C@](N)(CC1CCCCC1)[C@@]([H])(O)[C@@]([H])(O)CC(C)C
DB03566	NCCCCNCCCN
DB02720	[H][C@]1(O)[C@]([H])(O)[C@@]([H])(CO)O[C@]([H])(C(O)=N)[C@]1([H])O
DB08119	[H][C@@](CC(C)C)(NC(C)=O)C(=O)N[C@@]([H])(CC1=CC=CC=C1)C(=O)C(F)(F)F
DB05134	[H]/C1=C([H])/[C@]([H])(OC)[C@@]([H])(OC(O)=N)C(C)=C([H])[C@]([H])(C)[C@@]([H])(O)[C@]([H])(C[C@]([H])(C)CC2=C(NCC=C)C(=O)C=C(N=C(O)\C(C)=C\1/[H])C2=O)OC
DB01892	CC(C)C(=O)[C@@]12C(O)=C(CC=C(C)C)C(=O)[C@@](CC=C(C)C)(C[C@H](CC=C(C)C)[C@@]1(C)CCC=C(C)C)C2=O
DB01438	NC1=NC(N)=C(C=C1)\N=N\C1=CC=CC=C1
DB03886	C[C@@H](O)[C@@H](O)C1=CN=C2N=C(N)NC(=O)C2=N1
DB01081	CCOC(=O)C1(CCN(CCC(C#N)(C2=CC=CC=C2)C2=CC=CC=C2)CC1)C1=CC=CC=C1
DB03218	[H][C@]1(CO)O[C@@]([H])(N=C(O)N=C(C)O)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O
DB07642	NC1=NC2=CC=CC(OCC3CCN(CC4=CC=CC=C4F)CC3)=C2C(N)=N1
DB00697	ClC1=C(NC2=NCCN2)C2=NSN=C2C=C1
DB04009	COC(=O)CCC1=C(C)C2=CC3=C(C=C)C(C)=C4C=C5N6C(=CC7=C(C)C(CCC(=O)OC)=C8C=C1N2[Fe@@]6(N78)N34)C(C)=C5C=C
DB03483	[H][C@@](CCC(O)=O)(N=C(O)C1=CC=CC=C1)C(O)=N[C@@]([H])(CC1=CC=C(C=C1)C(F)(F)P(O)(O)=O)C(O)=N[C@@]([H])(CC1=CC=C(C=C1)C(F)(F)P(O)(O)=O)C(O)=N
DB02032	[H][C@](C)(CS)C(=O)N1CCC[C@@]1([H])C(O)=O
DB00654	CC(C)OC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1CC[C@@H](O)CCC1=CC=CC=C1
DB08395	CCOCN1OC(=O)C(=C1C1=CC=NC(OC2=CC=CC=C2O)=N1)C1=CC=C(F)C=C1
DB07093	OC(=O)CN1C=CC(=O)N(CC2=NC3=CC(Cl)=CC=C3S2)C1=O
DB04563	NC(=N)C1=CC2=C(NC(=C2)C2=C(O)C(Br)=CC(CC([O-])=O)=C2)C=C1
DB04954	OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C(N[C@@H]3CCOC3)N=CN=C12
DB01346	CCC1(C(=O)NC(=O)NC1=O)C1=CC=CC=C1.COC1=CC2=C(C=CN=C2C=C1)C(O)C1CC2CCN1CC2C=C
DB00723	COC1=CC(C(O)C(C)N)=C(OC)C=C1
DB02845	CP(O)=O
DB04178	[H][C@@](COC(=O)CCCCCCCCCCCCCCCCC)(COP(O)(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC
DB06274	C[C@H]1CN(C[C@H](CC2=CC=CC=C2)C(=O)NCC(O)=O)CC[C@@]1(C)C1=CC(O)=CC=C1
DB00405	CN(C)CC[C@@H](C1=CC=C(Br)C=C1)C1=CC=CC=N1
DB06757	[Mn++]
DB06764	C1CN=C(N1)C1CCCC2=CC=CC=C12
DB08590	CC(C)(C)C(=O)OC1=CC=C2N(CCCO)C(NC(=O)C3=CC(=CC=C3)[N+]([O-])=O)=NC2=C1
DB07545	FC(F)(F)C1=CC=CC(NC2=NC(NC3=CC(NC(=O)C4CC4)=CC=C3)=NC=C2)=C1
DB00391	CCN1CCCC1CNC(=O)C1=C(OC)C=CC(=C1)S(N)(=O)=O
DB06939	[H][C@@](N)(C(=O)N1CC[C@]([H])(F)C1)[C@@]([H])(C)[C@@]1([H])CC[C@@]([H])(CC1)N(C)C(C)=O
DB06820	ClC1=CC=C(CSC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1
DB04775	[H]/C1=C([H])\C(=O)O[C@]([H])([C@@]([H])(C)[C@@]([H])(OC)[C@@]([H])(C)CCC(=O)[C@]([H])(C)[C@@]([H])(CCC(O)=O)OC)[C@@]([H])(C)\C([H])=C([H])\[C@@]([H])(C[C@]([H])(OC)[C@@]([H])(C)\C([H])=C([H])\[C@]([H])(C[C@]([H])(OC)[C@@]([H])(C)[C@@]2([H])CC(C[C@@]([H])(C\C(C)=C\1/[H])OC)=CC(=O)O2)OC)OC
DB01002	CCCCN1CCCC[C@H]1C(=O)NC1=C(C)C=CC=C1C
DB01231	OC(CCCN1CCCCC1)(C1=CC=CC=C1)C1=CC=CC=C1
DB03557	[H]C(CS)(N=C(O)CCCCCN=C(O)[C@]([H])(CC1=CC=C(C=C1)C(F)(F)P(O)(O)=O)N=C(O)C([H])(CC(O)=O)N=C(O)CC1=CC=C(C=C1)C(F)(F)P(O)(O)=O)C(O)=N
DB00226	NC(N)=NCC1COC2(CCCCC2)O1
DB03902	OC(=O)C(O)=O
DB06861	[H][C@](CCCCC(N)=N)(C=O)[C@@]1([H])CCC[C@]1([H])O
DB08125	O=C1NC2=CC=CC=C2\C1=C\NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CS1
DB07922	O=NC(=O)CNS(=O)(=O)C1=CC=CC=C1
DB07795	OC1=CC2=C(C=C1)C(=O)C(O)=C(O2)C1=CC=C(O)C(O)=C1
DB07608	[H][C@@](CCN)(C(=O)NC1=CC=C2NN=C(NC(=O)C3=CC=CC=C3)C2=C1)C1=CC(Cl)=CC=C1
DB02512	O[C@H](COP(O)(O)=O)[C@H](O)[C@H](O)C(=O)COP(O)(O)=O
DB07689	COC(=O)C1CCN(CC1)C(=O)C1=CC=C(NCC2=NC3=C(N=C2)N=C(N)N=C3N)C=C1
DB01080	NC(CCC(O)=O)C=C
DB02602	COC1=CC(=CC=C1)N1CCC2=C(SC(=C2)S(N)(=O)=O)S1(=O)=O
DB08422	[H][C@@](N)(CC1=CC=CC=C1)C(=O)N1CCC[C@@]1([H])C(=O)NCCNC1=CC=NC=C1
DB06842	[H][C@@]1(CC2=CC(OCCCC)=C(OC)C=C2)CNC(=O)N1
DB01836	ClC1=CC=C2C=C(C=CC2=C1)S(=O)(=O)N1CCN(CC1)C(=O)C1CCN(CC1)C1=CC=NC=C1
DB02198	OC(=O)CBr
DB02553	[H][C@@](N)(CCC(O)=N[C@@]([H])(CSSC[C@]([H])(N=C(O)CC[C@@]([H])(N)C(O)=O)C(O)=NCC(O)=NCCCNCCCCN)C(O)=NCC(O)=NCCCNCCCCN)C(O)=O
DB05790	[Cl-].CC(C)OC1=CC=CC(CC(=O)N2CCC[C@](CC[N+]34CCC(CC3)(CC4)C3=CC=CC=C3)(C2)C2=CC(Cl)=C(Cl)C=C2)=C1
DB07324	CC1=CC(=NC(N)=N1)C#CC1=C(CNN2C=COC2=O)C=CC=C1
DB04140	[H][C@@]1(CC(=O)N(CC2=CC=CC=C2)CN1S(=O)(=O)C1=CC=C(OC)C=C1)C(=O)NO
DB08521	C[S@@](=O)C1=CC=C(C=C1)C1=NC(=C(N1)C1=CC=NC=C1)C1=CC=C(F)C=C1
DB03056	C1CCN(CC1)C1CCNCC1
DB06480	COCCCN1CCC(CC1)NC(=O)C1=C2OCCC2=C(N)C(Cl)=C1
DB08739	[H][C@]1(CC(F)(F)CN1C(=O)CCN1C(=O)C2=C(C=CC=C2)C1=O)C(=O)N1CCCC1
DB00309	[H][C@@]12N3CC[C@@]11C4=C(C=C(OC)C(=C4)[C@]4(C[C@@H]5C[N@@](C[C@](O)(CC)C5)CCC5=C4NC4=CC=CC=C54)C(=O)OC)N(C)[C@@]1([H])[C@](O)([C@H](O)[C@]2(CC)C=CC3)C(N)=O
DB08087	[H][C@@]1(O)CCN2C(=O)N(C(=O)[C@]12[H])C1=CC=C(C#N)C2=CC=CC=C12
DB04048	C[C@@H](NC(N)=O)C(O)=O
DB03667	CC(=O)ONC(=O)C1=C(O)C=CC=C1
DB02195	ON1C2=CC=CN=C2C(=C1C1=CC=NC=C1)C1=CC=C(F)C=C1
DB04880	CSC1=CC=C(C=C1)C(=O)C1=C(C)NC(=O)N1
DB03587	CC(=O)C=O
DB01612	CCCCCON=O
DB00802	CCN1N=NN(CCN2CCC(COC)(CC2)N(C(=O)CC)C2=CC=CC=C2)C1=O
DB07081	[H][C@](N)(CC(=O)N1CCN2N=C(N=C2[C@@]1([H])C)C(F)(F)F)CC1=C(F)C=C(F)C(F)=C1
DB08010	O\N=C1/C(=O)N(CC2=C3OCOCC3=CC(F)=C2)C2=CC=CC(\C=C\C3=CC=CC=C3)=C12
DB05137	CN1[C@H](C[C@H](O)C2=CC=CC=C2)CCC[C@@H]1CC(=O)C1=CC=CC=C1
DB07733	CN1N=C(C2=C1SC(=C2)C(=O)NCCS)C(F)(F)F
DB02848	CCOC1=C(OCC)C=C2C(NC3=CC=CC(=C3)C3=CSC(CO)=N3)=NC=NC2=C1
DB01793	OC(=O)C1=CC(NC2=C(C(=O)NC2=O)C2=CC(Cl)=CC=C2)=CC=C1Cl
DB06969	CCNC(=O)C1=CC2=C(N=C(N)N=C2S1)C1=C(Cl)C=C(Cl)C(OCCN2CCCC2)=C1
DB03623	OC1=CC=C(C=C1)C1=CC2=C(C=CC3=C2C=NC=C3)N=C1
DB03485	C[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1O
DB07710	[H][C@](N)(CC1=CC=CC=C1)C(=O)NCCOCCOCCNC(=O)C1=CC=C(C=C1)S(N)(=O)=O
DB03583	OC1CCN(CC1)S(=O)(=O)C1=CC2=C(C=C1)NC(=O)\C2=C1/NC2=C(C=CC=C2)[C@]1(C)O
DB01401	[Mg++].C[N+](C)(C)CCO.OC1=CC=CC=C1C([O-])=O.OC1=CC=CC=C1C([O-])=O.OC1=CC=CC=C1C([O-])=O
DB08707	NC1=NC=CC(=N1)C1=CC2=C(ON=C2C=C1)C1=CC=C(Cl)C=C1
DB04489	NC(=N)NCCS[C@@H](CC(O)=O)C(O)=O
DB02745	OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=CC(=O)NC1=O
DB07652	[H][C@]1(O)C[C@@]([H])(O[C@]1([H])COP(O)(O)=O)C1=CC(C)=C(F)C=C1F
DB07265	OC(=O)CCN1C2=C(C=C(O)C=C2)C2=C1C=C(C1=C2C(=O)NC1=O)C1=CC=CC=C1
DB02869	[H][C@](N)(CCC1=CC=CC=C1)C=CS(=O)(=O)C1=CC=CC=C1
DB07251	COC1=CC(NC2=NC=NC(NC3=CC(Cl)=C(OC)C=C3)=N2)=CC(OC)=C1OC
DB04217	N[C@@H](C#C)C(O)=O
DB00181	NCC(CC(O)=O)C1=CC=C(Cl)C=C1
DB07202	CC1=NOC(=C1)C1=C(C2=CC=CC=C2)C2=C(NC1=O)C=CC(Cl)=C2
DB04606	CCCOC1=CC2=C(NC=C2C[C@@H](NS(=O)(=O)CC)C(=O)N[C@@H](CCC(N)=O)C(=O)NCC2=CC=C(C=C2)C(N)=N)C=C1
DB02967	CCN1C(=O)C=CC1=O
DB04114	[H][C@]12CC3=C(C(N)=C4C=CC(Cl)=CC4=N3)[C@]([H])(CC(CC)=C1)C2
DB08733	[H][C@@](CNC(=O)C1=NC=CS1)(C(=O)NO)[C@@]([H])(CC(C)C)C(=O)N[C@]([H])(C(=O)NC)C(C)(C)C
DB07259	NCC1=CC=C(C=C1)C1=CC=CS1
DB07965	CN1CCN(CCN2C=NC3=C(NC4CCCCC4)N=C(N=C23)C#N)CC1
DB01852	OC1=CC=C(C=C1)C1=C(O)C(=O)C2=C(O1)C=C(O)C=C2O
DB00179	C[C@@H](CC1=CC(O)=C(O)C=C1)[C@H](C)CC1=CC(O)=C(O)C=C1
DB03712	[H][C@@](CC1=CC(C(O)=O)=C(CC(O)=O)C=C1)(N=C(C)O)C(O)=N[C@@]1([H])CCCCN(CC2=CC=C(C=C2)C2=CC=CC=C2)C1=O
DB00158	NC1=NC(=O)C2=NC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)=CN=C2N1
DB04715	CC(=O)C1=CC=CC(=C1)C1=CN=C2C=CC(NCC3CC3)=NN12
DB03222	NC1=NC=NC2=C1N=CN2[C@H]1C[C@H](O)[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O1
DB02651	OP(O)(=O)C(F)(F)C1=CC=C(CC(CC2=CC=C(C=C2)C(F)(F)P(O)(O)=O)(N2N=NC3=C2C=CC=C3)C2=CC=C(F)C(F)=C2)C=C1
DB07698	NC1=CC=CC(=C1)C1=C2N=C(NC3=CC=CC(Cl)=C3)C=CN2N=C1
DB00394	[H][C@@]12C[C@H](C)[C@](OC(=O)CC)(C(=O)COC(=O)CC)[C@@]1(C)C[C@H](O)[C@@]1(Cl)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C
DB01440	OCCCC(O)=O
DB08683	[H][C@]12CC[C@]([H])(O1)N1C3=C(C=CC=C3)C3=C4C(=O)NC(=O)C4=C4C5=C(C=CC=C5)N2C4=C13
DB01940	[H][C@]1(CNCCC[C@@]1([H])OC(=O)C1=CC=C(C=C1)C(=O)C1=CC=CC=C1O)NC(=O)C1=CC=C(O)C=C1
DB07668	CCN(CC)C1=CC(O)=C(\C=C(/C)C(O)=O)C=C1
DB00563	CN(CC1=CN=C2N=C(N)N=C(N)C2=N1)C1=CC=C(C=C1)C(=O)N[C@@H](CCC(O)=O)C(O)=O
DB07100	OC1=CC(O)=C(Cl)C=C1C1=C(C=NN1)N1CCNCC1
DB02635	[H][C@](C)(CC)[C@@]([H])(NCC1=C(COP(O)(O)=O)C=NC(C)=C1O)C(O)=O
DB06728	NC1=CC=CC=C1
DB03279	[H][C@]1(O)[C@]([H])(O)[C@@]([H])(CO)O[C@]([H])(O[C@@]2([H])[C@]([H])(O)[C@@]([H])(O)[C@@]([H])(OCCCCCCCCCCCC)O[C@]2([H])CO)[C@]1([H])O
DB02597	[H][C@@](C)(NC(=O)[C@]([H])(CC1=CC=CC=C1)NC(=O)[C@@]([H])(S)CCCCC)C(O)=O
DB02063	[H][C@](CC([O-])=O)(C(O)=O)C1=CC(C2=NC3=C(N2)C=C(C=C3)C(N)=N)=C([O-])C(Br)=C1
DB07474	CC1=CC(=CC2=C1N=C(N2)C1=C(NCC2=NC=CC=C2)C=CNC1=O)N1C=CN=C1
DB03021	[H]C(=C([H])C([H])(C)C([H])(OC(C)=O)[C@]([H])(C)C(=O)CC[C@]([H])(C)[C@]([H])(C[C@]1([H])OC(=O)C[C@@]([H])(O)CCCC(=O)C[C@]([H])(C)C2=COC(=N2)C2=COC(=N2)C2=COC(=N2)\C([H])=C([H])\C[C@]([H])(OC)[C@@]1([H])C)OC)N(C)CO
DB03788	CC1=CC(OCC(O)=O)=CC(C)=C1CC1=CC=C(O)C(CC2=CC=CC=C2)=C1
DB07101	[H][C@@](O)(CO)CONC(=O)C1=C(NC2=CC=C(I)C=C2F)C(F)=C(F)C=C1
DB07422	C[C@](O)(COC1=C(F)C(F)=C(F)C(F)=C1F)C(=O)NC1=CC=C(C(=C1)C(F)(F)F)[N+]([O-])=O
DB04513	NCCCCCCNS(=O)(=O)C1=CC=CC2=C1C=CC=C2Cl
DB06921	[H][C@@](C[P@](O)(=O)[C@@]([H])(NS(=O)(=O)C1=CC=CC=C1)C(C)C)(C(O)=O)C1=CC(CN)=CC=C1
DB07294	CC1(C)CCC(C)(C)C2=C1C=CC(=C2)[C@H](O)C(=O)NC1=C(F)C=C(C=C1)C(O)=O
DB02429	NS(=O)(=O)C1=CC=C(C=C1)C(=O)NCC1=CC=C(F)C=C1
DB04739	CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=CC(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)CC1
DB07053	CCCC1=C2ON=C(C2=CC=C1OCCCOC1=CC2=C(C=C1)N(CC(O)=O)C=C2)C(F)(F)F
DB07246	N[C@](CS(=O)(=O)C1=CC=C(OC2=CC=CC=C2)C=C1)(C(=O)NO)C(F)(F)F
DB07002	COC1=CC=NC(NC2CCN(CC2)C(=O)C2=CC=C(C=C2)C#N)=C1
DB00161	CC(C)[C@H](N)C(O)=O
DB01030	CC[C@@]1(O)C(=O)OCC2=C1C=C1N(CC3=CC4=C(C=CC(O)=C4CN(C)C)N=C13)C2=O
DB07465	[H][C@@](N)(C(=O)N1[C@@]2([H])C[C@@]2([H])C[C@@]1([H])C#N)[C@]12C[C@@]3([H])C[C@]([H])(C[C@](O)(C3)C1)C2
DB02472	[H][C@]1(CO)O[C@@]([H])(N2CNC3=C2N=CN=C3O)[C@]([H])(O)[C@]1([H])O
DB00746	CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN
DB04720	CSC1=NC2=C(N1)C(Br)=C(Br)C(Br)=C2Br
DB00587	CCC(CC)(CC(=O)NC1=CC(\C=C\C2=NC(=CS2)C2CCC2)=CC=C1)C(O)=O
DB08572	NC(=O)C1=CC=C(NC2=NC(OCC3CCCCC3)=C(N=O)C(N)=N2)C=C1
DB04839	[H][C@@]12C[C@]1([H])[C@@]1(C)C(=CC2=O)C(Cl)=C[C@@]2([H])[C@]3([H])CC[C@](OC(C)=O)(C(C)=O)[C@@]3(C)CC[C@]12[H]
DB04578	[H][C@](N)(CC(=O)N1CC2=CC=CC=C2C[C@@]1([H])C(N)=O)CC1=CC=CC=C1F
DB02589	CC[Se]C(N)=N
DB08699	CC1=CC(CC2=NN(C3=C2C(N)=NC=N3)C(C)(C)C)=CC=C1
DB07158	CCN1C(=O)C2=C(NN=C2C)C2=C1C=CC=C2
DB07916	[H][C@@](CC(O)=O)(NC(=O)[C@@]([H])(CCCCNC(=O)C1=NC2=C(C=CC=C2O)C=C1)C1=CC=CS1)C=O
DB07010	ClC1=CC(=CC=C1)C1=CNN=C1C1=CNC(=C1)C(=O)NCC1=CC=CC=C1
DB05824	CSC1=CC(\N=C(/N)N(C)C2=CC(SC)=CC=C2)=C(Cl)C=C1
DB07506	[H][C@](CC(O)=O)(CC1=CC=CC=C1)C(O)=O
DB06992	CC1=CC=C(C=C1F)C1=NC(=CC=C1)C(=O)N1CCCC(C)(C)C1
DB00933	CN1CCCCC1CCN1C2=C(SC3=C1C=C(C=C3)S(C)=O)C=CC=C2
DB00784	CC1=C(C)C(NC2=CC=CC=C2C(O)=O)=CC=C1
DB01672	OC(=O)C1=CC=CC(O)=C1O
DB06892	[H][C@@]1(F)C(F)=CC=C(C(=O)NOCCO)\C1=N\C1=C(F)C=C(I)C=C1
DB02662	OC(=O)C(=O)NC1=C(C=C(I)C=C1)C(O)=O
DB04069	NC1=NN=C2C(CCC3=CC=CC=C23)=C1
DB00982	C\C(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(/C)=C\C(O)=O
DB08836	CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@H]1CS[C@@H](CN(CC(O)=O)C1=O)C1=CC=CS1
DB00870	CC(C(O)=O)C1=CC=C(C=C1)C(=O)C1=CC=CS1
DB06993	[H][C@@](N)(C(=O)N1CC[C@]([H])(F)C1)[C@]([H])(CC1CC1)C1([H])N[C@]([H])(NO1)C1=C(F)C=C(C=C1)S(C)(=O)=O
DB03336	OC1=CC(=CC(=C1O)[N+]([O-])=O)C(=O)CCN1CCN(CC1)C1=CC(=CC=C1)C(F)(F)F
DB08610	CC(C)C1=CC=C(COC2=C(Cl)C=C(CC(=O)NCCN)C=C2)C=C1
DB07133	[H][C@@](N)(CC1=CC=CC=C1)C(=O)N1CCC[C@@]1([H])C(=O)NCC1=CC(C)=CC=C1
DB02170	OC1=CC=C(C2=C1C(=O)C1=C(O)C=CC=C1O2)[N+]([O-])=O
DB04638	CC(C)(C)C1=CC(O)=C(C=C1O)C(C)(C)C
DB07821	[H][C@](C)(O[P@]([H])(C)=O)C(C)(C)C
DB04795	FC(F)(F)C(=O)CC(=O)C1=CC=CS1
DB06877	CN(C)C(=O)C1=CC(=CN1)C1=NNC=C1C1=CC=CC=C1
DB03909	[H][C@]1(COP(O)(=O)OP(O)(=O)CP(O)(O)=O)O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O
DB07780	CC(C)=CCC\C(C)=C\CC\C(C)=C\COP(O)(=O)OP(O)(O)=O
DB07533	CNS(=O)(=O)C1=CC=C(C=C1)C1=CC=C(O1)\C=C1/SC(=N)NC1=O
DB01677	OC(=O)\C=C\C(O)=O
DB03133	[H][C@]1(CO)O[C@@]([H])(C2=NC3=C(N2)C=C(C)C=C3)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O
DB07122	NC(=N)NC1=CC=C(CC(=O)C2=CC=CC=C2)C=C1
DB06835	[H][C@@](C[P@@](O)(=O)[C@@]([H])(NS(=O)(=O)CCC1=CC=CC=C1)C(C)C)(C(O)=O)C1=CC=CC(CN)=C1
DB03449	ClC1=CC=CC(CNCCC2=CC=C(NC(=N)C3=CC=CS3)C=C2)=C1
DB08749	CN(C1CCCCC1)C(=O)CCN1CC2=CC(=CC=C2N=C1N)C(=O)C1=CC=CC=C1
DB07141	[H][C@](C)(C#CC1=C(C)N=C(N)N=C1N)C1=CC(OC)=CC(=C1)C1=CC=C(C)C=C1
DB03399	CC[N+]#C
DB04468	CC\C(=C(/C1=CC=C(O)C=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1
DB07121	[H][C@]1(N(CCSC1(C)C)S(=O)(=O)C1=CC=C(OCC#CCN)C=C1)C(=O)NO
DB08054	CC(C)N1N=C(C2=C(N)N=CN=C12)C1=CC2=CC=CN=C2C=C1
DB01284	CSCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@@H](N)CO)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CN=CN1)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)N1CCC[C@H]1C(O)=O
